gene,n_colonies,power
Gfi1,16,0
Gfi1,21,0
Gfi1,26,0
Gins3,1,0
Gins3,6,0
Gins3,11,0
Gins3,16,0
Gins3,21,0
Gins3,26,0
Gins3,31,0
Glg1,1,0
Glg1,6,0
Glg1,11,0
Glg1,16,0
Glg1,21,0
Glg1,26,0
Glg1,31,0
Glg1,36,0
Glg1,41,0
Glg1,46,0
Glg1,51,0
Glg1,56,0
Glg1,61,0
Glg1,66,0
Glg1,71,0
Glg1,76,0
Glg1,81,0
Glg1,86,0
Gng5,1,0
Gng5,6,0
Gng5,11,0
Gng5,16,0
Gng5,21,0
Gng5,26,0
Gng5,31,0
Gng5,36,0
Gng5,41,0
Gng5,46,0
Gng5,51,0
Gng5,56,0
Gng5,61,0
Gng5,66,0
Gng5,71,0
Golga3,1,0
Golga3,6,0
Golga3,11,0
Golga3,16,0
Golga3,21,0
Golga3,26,0
Golga3,31,0
Golga3,36,0
Golga3,41,0
Golga3,46,0
Golga3,51,0
Golga3,56,0
Golga3,61,0
Golga3,66,0
Golga3,71,0
Golga3,76,0.02
Golga3,81,0.04
Golga3,86,0.18
Golga3,91,0.29
Golga3,96,0.4
Golga3,101,0.58
Golga3,106,0.71
Golga3,111,0.77
Golga3,116,0.84
Golga3,121,0.97
Golga3,126,0.96
Golga3,131,1
Gpatch8,1,0
Gpatch8,6,0
Gpatch8,11,0
Gpatch8,16,0.02
Gpatch8,21,0.04
Gpatch8,26,0.06
Gpatch8,31,0.12
Gpatch8,36,0.21
Gpatch8,41,0.3
Gpatch8,46,0.35
Gpatch8,51,0.35
Gpatch8,56,0.65
Gpatch8,61,0.67
Gpatch8,66,0.77
Gpatch8,71,0.84
Gpatch8,76,0.88
Gpatch8,81,0.87
Gpatch8,86,0.96
Gpatch8,91,0.98
Gpatch8,96,0.99
Gpatch8,101,1
Gpatch8,106,1
Gpatch8,111,1
Gpatch8,116,1
Gpatch8,121,1
Gpatch8,126,1
Gpatch8,131,1
Gpatch8,136,1
Gpatch8,141,1
Gpatch8,146,1
Gpatch8,151,1
Gpatch8,156,1
Gpatch8,161,1
Gpatch8,166,1
Gpatch8,171,1
Gpatch8,176,1
Gpatch8,181,1
Gpatch8,186,1
Gpatch8,191,1
Gpatch8,196,1
Gpatch8,201,1
Gpatch8,206,1
Gpatch8,211,1
Gpatch8,216,1
Gpatch8,221,1
Gpatch8,226,1
Gpatch8,231,1
Gpatch8,236,1
Gpatch8,241,1
Gpatch8,246,1
Gpatch8,251,1
Gpatch8,256,1
Gpatch8,261,1
Grb2,1,0
Grb2,6,0
Grb2,11,0
Grb2,16,0
Grb2,21,0
Grb2,26,0
Grb2,31,0
Grb2,36,0.07
Grb2,41,0.07
Grb2,46,0.26
Grb2,51,0.39
Grb2,56,0.57
Grb2,61,0.73
Grb2,66,0.91
Grb2,71,0.89
Grb2,76,0.97
Grb2,81,1
Grb2,86,1
Grb2,91,1
Grb2,96,1
Grb2,101,1
Grb2,106,1
Grb2,111,1
Grb2,116,1
Grb2,121,1
Grhpr,1,0
Grhpr,6,0
Grhpr,11,0
Grhpr,16,0
Grhpr,21,0
Grhpr,26,0
Grhpr,31,0
Grhpr,36,0
Grhpr,41,0
Grhpr,46,0
Grhpr,51,0.01
Grhpr,56,0
Grhpr,61,0.02
Grhpr,66,0
Grhpr,71,0.05
Grhpr,76,0.17
Grhpr,81,0.18
Grhpr,86,0.28
Grhpr,91,0.5
Grhpr,96,0.72
Grhpr,101,0.68
Grhpr,106,0.84
Grhpr,111,0.94
Grhpr,116,0.95
Grhpr,121,0.99
Grhpr,126,0.99
Grhpr,131,1
Grhpr,136,1
Grhpr,141,1
Grhpr,146,1
Grhpr,151,1
Grhpr,156,1
Grin2c,1,0
Grin2c,6,0
Grin2c,11,0
Grin2c,16,0
Grin2c,21,0
Grin2c,26,0
Grin2c,31,0
Grin2c,36,0
Grin2c,41,0
Grin2c,46,0
Grin2c,51,0
Grin2c,56,0
Grin2c,61,0
Grin2c,66,0
Grin2c,71,0
Grin2c,76,0
Grin2c,81,0
Grin2c,86,0
Grin2c,91,0
Grin2c,96,0
Grin2c,101,0
Grin2c,106,0
Grin2c,111,0
Grin2c,116,0
Grin2c,121,0
Grin2c,126,0
Grin2c,131,0
Grin2c,136,0
Grin2c,141,0
Grin2c,146,0
Grin2c,151,0
Grin2c,156,0
Grin2c,161,0
Grm1,1,0
Grm1,6,0
Grm1,11,0
Grm1,16,0
Grm1,21,0
Grm1,26,0
Grm1,31,0
Grm1,36,0
Grm1,41,0
Grm1,46,0
Grm1,51,0.01
Grm1,56,0
Grm1,61,0
Grm1,66,0.06
Grm1,71,0.08
Grm1,76,0.03
Grm1,81,0.19
Grm1,86,0.29
Grm1,91,0.39
Grm1,96,0.6
Grm1,101,0.65
Grm1,106,0.81
Grm1,111,0.9
Grm1,116,0.95
Grm1,121,1
Grm1,126,1
Grm1,131,1
Grm1,136,1
Grm1,141,1
Grm1,146,1
Grm1,151,1
Grm1,156,1
Grm1,161,1
Grm1,166,1
Gtf3c3,1,0
Gtf3c3,6,0
Gtf3c3,11,0
Gtf3c3,16,0
Hat1,1,0
Hat1,6,0
Hat1,11,0
Hat1,16,0
Hat1,21,0
Hat1,26,0
Hat1,31,0
Hat1,36,0
Hat1,41,0
Hat1,46,0
Hat1,51,0.05
Hat1,56,0.08
Hat1,61,0.2
Hat1,66,0.37
Hat1,71,0.47
Hat1,76,0.53
Hat1,81,0.7
Hat1,86,0.77
Hat1,91,0.91
Hat1,96,0.92
Hat1,101,1
Hat1,106,0.99
Hat1,111,1
Hat1,116,1
Hat1,121,1
Hat1,126,1
Hat1,131,1
Hat1,136,1
Hat1,141,1
Hat1,146,1
Hat1,151,1
Hat1,156,1
Hat1,161,1
Hat1,166,1
Hat1,171,1
Hat1,176,1
Hat1,181,1
Hat1,186,1
Hdlbp,1,0
Hdlbp,6,0
Hdlbp,11,0
Hdlbp,16,0
Hdlbp,21,0
Hdlbp,26,0
Hdlbp,31,0
Hdlbp,36,0
Hdlbp,41,0
Hdlbp,46,0
Hdlbp,51,0
Hdlbp,56,0
Hdlbp,61,0
Hdlbp,66,0
Hdlbp,71,0
Hdlbp,76,0
Hdlbp,81,0
Hdlbp,86,0
Hdlbp,91,0
Hdlbp,96,0
Hdlbp,101,0
Hdlbp,106,0
Hdlbp,111,0
Hdlbp,116,0
Hdlbp,121,0
Hdlbp,126,0
Hectd1,1,0
Hectd1,6,0
Hectd1,11,0
Hectd1,16,0
Hectd1,21,0
Hectd1,26,0
Hectd1,31,0
Hectd1,36,0
Hectd1,41,0
Hectd1,46,0
Hectd1,51,0.02
Hectd1,56,0.02
Hectd1,61,0.06
Hectd1,66,0.14
Hectd1,71,0.26
Hectd1,76,0.4
Hectd1,81,0.57
Hectd1,86,0.75
Hectd1,91,0.83
Hectd1,96,0.92
Hectd1,101,0.99
Hectd1,106,0.99
Hectd1,111,1
Hectd1,116,1
Hectd1,121,1
Hectd4,1,0
Hectd4,6,0
Hectd4,11,0
Hectd4,16,0
Hectd4,21,0
Hectd4,26,0
Hectd4,31,0
Hectd4,36,0
Hectd4,41,0
Hectd4,46,0
Hectd4,51,0.01
Hectd4,56,0.07
Hectd4,61,0.31
Hectd4,66,0.65
Hectd4,71,0.89
Hhip,1,0
Hhip,6,0
Hhip,11,0
Hhip,16,0
Hhip,21,0
Hhip,26,0
Hhip,31,0
Hhip,36,0
Hhip,41,0
Hhip,46,0
Hhip,51,0
Hhip,56,0
Hhip,61,0
Hhip,66,0
Hhip,71,0
Hhip,76,0
Hhip,81,0
Hhip,86,0
Hhip,91,0
Hhip,96,0
Hhip,101,0
Hhip,106,0
Hhip,111,0
Hhip,116,0
Hhip,121,0
Hnf1a,1,0
Hnf1a,6,0
Hnf1a,11,0
Hnf1a,16,0
Hnf1a,21,0
Hnf1a,26,0
Hnf1a,31,0
Hnf1a,36,0
Hnf1a,41,0
Hnf1a,46,0
Hnf1a,51,0.01
Hnf1a,56,0.03
Hnf1a,61,0.12
Hnf1a,66,0.31
Hnf1a,71,0.42
Hnf1a,76,0.71
Hnf1a,81,0.82
Hnf1a,86,0.95
Hnf1a,91,0.99
Hnf1a,96,1
Hnf1a,101,1
Hnf1a,106,1
Hnf4a,1,0
Hnf4a,6,0
Hnf4a,11,0
Hnf4a,16,0
Hnf4a,21,0
Hnf4a,26,0
Hnf4a,31,0
Hnf4a,36,0
Hnf4a,41,0
Hnf4a,46,0
Hnf4a,51,0
Hnf4a,56,0
Hnf4a,61,0
Hnf4a,66,0
Hnf4a,71,0.03
Hnf4a,76,0.01
Hnf4a,81,0.07
Hnf4a,86,0.13
Hnf4a,91,0.31
Hnf4a,96,0.47
Hnf4a,101,0.62
Hnf4a,106,0.78
Hnf4a,111,0.87
Hnf4a,116,0.96
Hnf4a,121,0.98
Hnf4a,126,1
Hnf4a,131,1
Hnrnpm,1,0
Hnrnpm,6,0
Hnrnpm,11,0
Hnrnpm,16,0
Hnrnpm,21,0
Hnrnpm,26,0
Hnrnpm,31,0
Hnrnpm,36,0
Hnrnpm,41,0
Hnrnpm,46,0
Hnrnpm,51,0
Hnrnpm,56,0
Hnrnpm,61,0
Hnrnpm,66,0
Hps1,1,0
Hps1,6,0
Hps1,11,0
Hps1,16,0
Hps1,21,0
Hps1,26,0
Hps1,31,0
Hps1,36,0
Hps1,41,0.01
Hps1,46,0.05
Hps1,51,0.09
Hps1,56,0.17
Hps1,61,0.29
Hps1,66,0.4
Hps1,71,0.6
Hps1,76,0.81
Hps1,81,0.88
Hps1,86,0.95
Hps1,91,0.96
Hps1,96,1
Hps1,101,0.99
Hps1,106,1
Hps1,111,1
Hps1,116,1
Hps1,121,1
Hps1,126,1
Hps1,131,1
Hps1,136,1
Hps1,141,1
Hyou1,1,0
Hyou1,6,0.04
Hyou1,11,0.29
Hyou1,16,0.73
Hyou1,21,0.98
Hyou1,26,1
Hyou1,31,1
Ide,1,0
Ide,6,0
Ide,11,0
Ide,16,0
Ide,21,0
Ide,26,0
Ide,31,0
Ide,36,0
Ide,41,0
Ide,46,0.02
Ide,51,0.05
Ide,56,0.08
Ide,61,0.14
Ide,66,0.39
Ide,71,0.59
Ide,76,0.7
Ide,81,0.72
Ide,86,0.83
Ide,91,0.85
Ide,96,0.93
Ide,101,0.98
Ide,106,1
Igf2r,1,0
Igf2r,6,0
Igf2r,11,0
Igf2r,16,0
Igf2r,21,0
Igf2r,26,0
Igf2r,31,0
Igf2r,36,0
Igf2r,41,0
Igf2r,46,0
Igf2r,51,0
Igf2r,56,0
Igf2r,61,0.01
Igf2r,66,0
Igf2r,71,0.03
Igf2r,76,0.07
Igf2r,81,0.13
Igf2r,86,0.25
Igf2r,91,0.32
Igf2r,96,0.52
Igf2r,101,0.62
Igf2r,106,0.76
Igf2r,111,0.88
Igf2r,116,0.86
Igf2r,121,0.96
Igf2r,126,0.98
Igf2r,131,1
Igf2r,136,1
Igf2r,141,1
Igf2r,146,1
Igf2r,151,1
Ilk,1,0
Ilk,6,0
Ilk,11,0
Ilk,16,0
Ilk,21,0
Ilk,26,0
Ilk,31,0
Ilk,36,0
Ilk,41,0
Ilk,46,0
Ilk,51,0.06
Ilk,56,0.18
Ilk,61,0.23
Ilk,66,0.36
Ilk,71,0.59
Ilk,76,0.63
Ilk,81,0.75
Ilk,86,0.9
Ilk,91,0.91
Ilk,96,0.97
Inpp4a,1,0
Inpp4a,6,0
Inpp4a,11,0.02
Inpp4a,16,0.02
Inpp4a,21,0.06
Inpp4a,26,0.17
Inpp4a,31,0.27
Inpp4a,36,0.58
Inpp4a,41,0.77
Inpp4a,46,0.9
Inpp4a,51,0.91
Inpp4a,56,0.96
Inpp4a,61,1
Inpp4a,66,1
Inpp4a,71,1
Inpp4a,76,1
Inpp4a,81,1
Inpp4a,86,1
Inpp4a,91,1
Inpp5e,1,0
Inpp5e,6,0
Inpp5e,11,0
Inpp5e,16,0
Inpp5e,21,0
Inpp5e,26,0
Inpp5e,31,0
Inpp5e,36,0.02
Inpp5e,41,0.02
Inpp5e,46,0.07
Inpp5e,51,0.24
Inpp5e,56,0.26
Inpp5e,61,0.45
Inpp5e,66,0.59
Inpp5e,71,0.77
Inpp5e,76,0.79
Inpp5e,81,0.92
Inpp5e,86,0.95
Inpp5e,91,0.99
Inpp5e,96,1
Inpp5e,101,1
Insm1,1,0
Insm1,6,0
Insm1,11,0
Insm1,16,0
Insm1,21,0
Insm1,26,0
Insm1,31,0.03
Insm1,36,0.63
Ints1,1,0
Ints1,6,0
Ints1,11,0
Ipo11,1,0
Ipo11,6,0
Ipo11,11,0
Ipo11,16,0
Ipo11,21,0
Ipo9,1,0
Ipo9,6,0
Ipo9,11,0
Ipo9,16,0
Ipo9,21,0.05
Ipo9,26,0.14
Ipo9,31,0.36
Ipo9,36,0.66
Ipo9,41,0.88
Ipo9,46,0.96
Ipo9,51,1
Ipo9,56,1
Iqgap1,1,0
Iqgap1,6,0
Iqgap1,11,0
Iqgap1,16,0
Iqgap1,21,0
Iqgap1,26,0
Iqgap1,31,0
Iqgap1,36,0.01
Iqgap1,41,0
Iqgap1,46,0.01
Iqgap1,51,0.01
Iqgap1,56,0.05
Iqgap1,61,0.16
Iqgap1,66,0.15
Iqgap1,71,0.25
Iqgap1,76,0.43
Iqgap1,81,0.5
Iqgap1,86,0.56
Iqgap1,91,0.78
Iqgap1,96,0.8
Iqgap1,101,0.9
Iqgap1,106,0.98
Iqgap1,111,1
Iqgap1,116,1
Iqgap1,121,0.98
Iqgap1,126,1
Itsn1,1,0
Itsn1,6,0
Itsn1,11,0
Itsn1,16,0
Itsn1,21,0
Itsn1,26,0
Itsn1,31,0
Itsn1,36,0
Itsn1,41,0
Itsn1,46,0
Itsn1,51,0
Itsn1,56,0
Itsn1,61,0
Itsn1,66,0.01
Itsn1,71,0.03
Itsn1,76,0.18
Itsn1,81,0.3
Itsn1,86,0.57
Itsn1,91,0.88
Itsn1,96,0.97
Jcad,1,0
Jcad,6,0
Jcad,11,0
Jcad,16,0
Jcad,21,0
Jcad,26,0
Jcad,31,0
Jcad,36,0
Jcad,41,0
Jcad,46,0
Jcad,51,0
Jcad,56,0
Jcad,61,0
Jcad,66,0
Jcad,71,0
Jcad,76,0
Jcad,81,0
Jcad,86,0
Jcad,91,0
Jcad,96,0.03
Jcad,101,0.08
Jcad,106,0.13
Jcad,111,0.36
Jcad,116,0.6
Jcad,121,0.89
Jcad,126,0.97
Jcad,131,1
Katnb1,1,0
Katnb1,6,0
Katnb1,11,0
Katnb1,16,0
Katnb1,21,0
Katnb1,26,0
Katnb1,31,0
Katnb1,36,0
Katnb1,41,0
Katnb1,46,0
Katnb1,51,0
Katnb1,56,0
Katnb1,61,0
Katnb1,66,0
Katnb1,71,0
Katnb1,76,0
Katnb1,81,0
Katnb1,86,0
Katnb1,91,0
Katnb1,96,0
Katnb1,101,0
Kctd10,1,0
Kctd10,6,0
Kctd10,11,0
Kctd10,16,0
Kctd10,21,0
Kdm5a,1,0
Kdm5a,6,0
Kdm5a,11,0
Kdm5a,16,0
Kdm5a,21,0
Kdm5a,26,0
Kdm5a,31,0
Kdm5a,36,0.04
Kdm5a,41,0.13
Kdm5a,46,0.15
Kdm5a,51,0.29
Kdm5a,56,0.58
Kdm5a,61,0.67
Kdm5a,66,0.86
Kdm5a,71,0.94
Kdm5a,76,0.97
Kdm5a,81,1
Kdm5a,86,1
Kdm5a,91,1
Kdm5a,96,1
Kdm6a,1,0
Kdm6a,6,0
Kdm6a,11,0
Kdm6a,16,0
Kdm6a,21,0
Kdm6a,26,0
Kdm6a,31,0
Kdm6a,36,0
Kdm6a,41,0
Kdm6a,46,0
Kdm6a,51,0
Khdrbs1,1,0
Khdrbs1,6,0
Khdrbs1,11,0
Khdrbs1,16,0
Khdrbs1,21,0.02
Khdrbs1,26,0
Khdrbs1,31,0.01
Khdrbs1,36,0.04
Khdrbs1,41,0.04
Khdrbs1,46,0.09
Khdrbs1,51,0.12
Khdrbs1,56,0.26
Khdrbs1,61,0.3
Khdrbs1,66,0.29
Khdrbs1,71,0.42
Khdrbs1,76,0.45
Khdrbs1,81,0.62
Khdrbs1,86,0.71
Khdrbs1,91,0.72
Khdrbs1,96,0.81
Khdrbs1,101,0.81
Khdrbs1,106,0.89
Khdrbs1,111,0.94
Khdrbs1,116,0.98
Khdrbs1,121,1
Khdrbs1,126,1
Khdrbs1,131,1
Khdrbs1,136,1
Khdrbs1,141,1
Khdrbs1,146,1
Khdrbs1,151,1
Khdrbs1,156,1
Khdrbs1,161,1
Khdrbs1,166,1
Khdrbs1,171,1
Khdrbs1,176,1
Khdrbs1,181,1
Khdrbs1,186,1
Kidins220,1,0
Kidins220,6,0
Kidins220,11,0
Kidins220,16,0
Kidins220,21,0
Kidins220,26,0
Kidins220,31,0
Kidins220,36,0
Kidins220,41,0
Kidins220,46,0.01
Kidins220,51,0.02
Kidins220,56,0.04
Kidins220,61,0.05
Kidins220,66,0.15
Kidins220,71,0.36
Kidins220,76,0.55
Kidins220,81,0.81
Kidins220,86,0.96
Kidins220,91,0.97
Kidins220,96,0.99
Kidins220,101,1
Kidins220,106,1
Kidins220,111,1
Kif18a,1,0
Kif18a,6,0
Kif18a,11,0
Kif18a,16,0
Kif18a,21,0.04
Kif18a,26,0.15
Kif18a,31,0.21
Kif18a,36,0.4
Kif18a,41,0.61
Kif18a,46,0.68
Kif18a,51,0.78
Kif18a,56,0.92
Kif18a,61,0.97
Kif18a,66,1
Kif18a,71,1
Kif18a,76,1
Kif5b,1,0
Kif5b,6,0
Kif5b,11,0
Kif5b,16,0
Kif5b,21,0
Kif5b,26,0
Kif5b,31,0
Kif5b,36,0
Kif5b,41,0
Kif5b,46,0
Kif5b,51,0.03
Kif5b,56,0.02
Kif5b,61,0.1
Kif5b,66,0.12
Kif5b,71,0.22
Kif5b,76,0.31
Kif5b,81,0.39
Kif5b,86,0.55
Kif5b,91,0.64
Kif5b,96,0.77
Kif5b,101,0.78
Kif5b,106,0.94
Kif5b,111,0.96
Kif5b,116,0.97
Kif5b,121,1
Kif5b,126,1
Kif5b,131,1
Kif5b,136,1
Kif5b,141,1
Kif5b,146,1
Kif5b,151,1
Kif5b,156,1
Kif5b,161,1
Kif5b,166,1
Kif5b,171,1
Kif5b,176,1
Kif5b,181,1
Kif5b,186,1
Kif5b,191,1
Kif5b,196,1
Kif5b,201,1
Klf6,1,0
Klf6,6,0
Klf6,11,0
Klf6,16,0
Klf6,21,0
Klf6,26,0
Klf6,31,0
Klf6,36,0
Klf6,41,0
Klf6,46,0
Klf6,51,0
Klf6,56,0
Klf6,61,0
Klf6,66,0
Klf6,71,0
Klf6,76,0
Klf6,81,0.02
Klf6,86,0.06
Klf6,91,0.13
Klf6,96,0.32
Klf6,101,0.46
Klf6,106,0.69
Klf6,111,0.76
Klf6,116,0.93
Klf6,121,0.96
Klf6,126,0.99
Klf6,131,1
Klf6,136,1
Kmt2a,1,0
Kmt2a,6,0
Kmt2a,11,0
Kmt2a,16,0
Kmt2d,1,0
Kmt2d,6,0
Kmt2d,11,0
Kmt2d,16,0
Kmt2d,21,0
Kmt2d,26,0
Kmt2d,31,0
Kmt2d,36,0
Kmt2d,41,0
Kmt5b,1,0
Kmt5b,6,0
Kmt5b,11,0
Kmt5b,16,0
Kmt5b,21,0
Kmt5b,26,0
Kmt5b,31,0
Kmt5b,36,0
Kmt5b,41,0
Kmt5b,46,0
Kmt5b,51,0
Kmt5b,56,0
Kmt5b,61,0.06
Kmt5b,66,0.08
Kmt5b,71,0.18
Kmt5b,76,0.4
Kmt5b,81,0.53
Kmt5b,86,0.72
Kmt5b,91,0.78
Kmt5b,96,0.88
Kmt5b,101,0.98
Kmt5b,106,0.97
Kmt5b,111,1
Kmt5b,116,1
Kmt5b,121,1
Kmt5b,126,1
Kmt5b,131,1
Kntc1,1,0
Kntc1,6,0
Kntc1,11,0
Kntc1,16,0
Kntc1,21,0
Kntc1,26,0
Kntc1,31,0
Kntc1,36,0
Kntc1,41,0
Kntc1,46,0
Kntc1,51,0
Kntc1,56,0
Kntc1,61,0
Kras,1,0
Kras,6,0
Kras,11,0
Kras,16,0
Kras,21,0
Kras,26,0
Kras,31,0
Kras,36,0
Kras,41,0
Kras,46,0
Kras,51,0
Kras,56,0
Kras,61,0
Kras,66,0
Kras,71,0
Kras,76,0
Kras,81,0
Kras,86,0
Kras,91,0
Kras,96,0
Kras,101,0
Kras,106,0
Kras,111,0.02
Kras,116,0.18
Kras,121,0.7
Kras,126,1
Krtap1-3,1,0
Krtap1-3,6,0
Krtap1-3,11,0
Krtap1-3,16,0
Krtap1-3,21,0
Krtap1-3,26,0
Krtap1-3,31,0
Krtap1-3,36,0
Krtap1-3,41,0
Krtap1-3,46,0
Krtap1-3,51,0
Krtap1-3,56,0
Krtap1-3,61,0
Krtap1-3,66,0
Krtap1-3,71,0
Krtap1-3,76,0
Krtap1-3,81,0
Krtap1-3,86,0
Krtap1-3,91,0
Krtap1-3,96,0
Krtap1-3,101,0
Lamb1,1,0
Lamb1,6,0
Lamb1,11,0
Lamb1,16,0
Lamb1,21,0
Lamb1,26,0
Lamb1,31,0
Lamb1,36,0
Lamb1,41,0
Lamb1,46,0
Lamb1,51,0
Lamb1,56,0
Lamb1,61,0
Lamb1,66,0
Lamb1,71,0
Lamb1,76,0
Lamb1,81,0
Lamb1,86,0
Lamb1,91,0.03
Lamb1,96,0.08
Lamb1,101,0.18
Lamb1,106,0.27
Lamb1,111,0.48
Lamb1,116,0.57
Lamb1,121,0.81
Lamb1,126,0.95
Lamb1,131,0.95
Lamb1,136,1
Lamb1,141,1
Lamb1,146,1
Lamb2,1,0
Lamb2,6,0
Lamb2,11,0
Lamb2,16,0
Lamb2,21,0
Lamb2,26,0
Lamb2,31,0
Lamb2,36,0.01
Lamb2,41,0.1
Lamb2,46,0.09
Lamb2,51,0.14
Lamb2,56,0.17
Lamb2,61,0.31
Lamb2,66,0.41
Lamb2,71,0.47
Lamb2,76,0.56
Lamb2,81,0.73
Lamb2,86,0.77
Lamb2,91,0.79
Lamb2,96,0.86
Lamb2,101,0.87
Lamb2,106,0.95
Lamb2,111,0.98
Lamb2,116,1
Lamb2,121,1
Lamb2,126,1
Lamb2,131,1
Lamb2,136,1
Lamc1,1,0
Lamc1,6,0
Lamc1,11,0
Lamc1,16,0
Lamc1,21,0
Lamc1,26,0
Lamc1,31,0
Lamc1,36,0
Lamc1,41,0.04
Lamc1,46,0.12
Lamc1,51,0.29
Lamc1,56,0.46
Lamc1,61,0.6
Lamc1,66,0.86
Lamc1,71,0.95
Lamc1,76,1
Lamc1,81,1
Lamc1,86,1
Lamc1,91,1
Lamc1,96,1
Lamc1,101,1
Laptm5,1,0
Laptm5,6,0
Laptm5,11,0
Laptm5,16,0
Laptm5,21,0
Laptm5,26,0
Laptm5,31,0
Laptm5,36,0
Laptm5,41,0
Laptm5,46,0
Laptm5,51,0
Laptm5,56,0
Laptm5,61,0
Laptm5,66,0.02
Laptm5,71,0.01
Laptm5,76,0.02
Laptm5,81,0.05
Laptm5,86,0.18
Laptm5,91,0.2
Laptm5,96,0.28
Laptm5,101,0.39
Laptm5,106,0.47
Laptm5,111,0.61
Laptm5,116,0.77
Laptm5,121,0.82
Laptm5,126,0.94
Laptm5,131,0.91
Laptm5,136,0.98
Laptm5,141,0.99
Laptm5,146,1
Laptm5,151,1
Laptm5,156,1
Lats1,1,0
Lats1,6,0
Lats1,11,0
Lats1,16,0
Lats1,21,0
Lats1,26,0
Lats1,31,0
Lats1,36,0
Lats1,41,0
Lats1,46,0
Lats1,51,0
Lats1,56,0
Lats1,61,0
Lats1,66,0
Lats1,71,0
Lats1,76,0
Lats1,81,0
Lats1,86,0
Lats1,91,0.01
Lats1,96,0.07
Lats1,101,0.21
Lats1,106,0.58
Lats1,111,0.78
Lats1,116,0.95
Lmna,1,0
Lmna,6,0
Lmna,11,0
Lmna,16,0
Lmna,21,0
Lmna,26,0
Lmna,31,0
Lmna,36,0
Lmna,41,0
Lmna,46,0
Lmna,51,0
Lmna,56,0.03
Lmna,61,0.13
Lmna,66,0.3
Lmna,71,0.59
Lmna,76,0.89
Lmna,81,1
Lmnb2,1,0
Lmnb2,6,0
Lmnb2,11,0
Lmnb2,16,0
Lmnb2,21,0
Lmnb2,26,0
Lmnb2,31,0
Lmnb2,36,0
Lmnb2,41,0
Lmnb2,46,0.07
Lmnb2,51,0.26
Lmnb2,56,0.51
Lmnb2,61,0.82
Lmo7,1,0
Lmo7,6,0
Lmo7,11,0
Lmo7,16,0
Lmo7,21,0
Lmo7,26,0
Lmo7,31,0
Lmo7,36,0
Lmo7,41,0
Lmo7,46,0
Lmo7,51,0
Lmo7,56,0
Lmo7,61,0
Lmo7,66,0
Lmo7,71,0
Lmo7,76,0
Lmo7,81,0
Lmo7,86,0
Lmo7,91,0
Lmo7,96,0
Lmo7,101,0
Lmo7,106,0
Lmo7,111,0
Lmo7,116,0.1
Lmo7,121,0.36
Lmo7,126,1
Lonp1,1,0
Lrp5,1,0
Lrp5,6,0
Lrp5,11,0
Lrp5,16,0
Lrp5,21,0
Lrp5,26,0
Lrp5,31,0
Lrp5,36,0
Lrp5,41,0
Lrp5,46,0
Lrp5,51,0
Lrp5,56,0
Lrp5,61,0
Lrp5,66,0
Lrp5,71,0
Lrp5,76,0
Lrp5,81,0
Lrp5,86,0
Lrp5,91,0
Lrp5,96,0
Lrp5,101,0
Lrp5,106,0
Lrp5,111,0
Lrp5,116,0
Lrp5,121,0
Lrp5,126,0
Lrp5,131,0
Lrp5,136,0
Lrp6,1,0
Lrp6,6,0
Lrp6,11,0
Lrp6,16,0
Lrp6,21,0
Lrp6,26,0
Lrp6,31,0
Lrp6,36,0
Lrp6,41,0
Lrp6,46,0
Lrp6,51,0
Lrp6,56,0
Lrp6,61,0
Lrp6,66,0
Lrp6,71,0
Lrp6,76,0
Lrp6,81,0
Lrp6,86,0
Lrp6,91,0
Lrp6,96,0.01
Lrp6,101,0.01
Lrp6,106,0.06
Lrp6,111,0.19
Lrp6,116,0.45
Lrp6,121,0.67
Lrp6,126,0.92
Lrp6,131,0.96
Lrp6,136,1
Lrrc4c,1,0
Lrrc4c,6,0
Lrrc4c,11,0
Lrrc4c,16,0
Lrrc4c,21,0
Lrrc4c,26,0
Lrrc4c,31,0
Lrrc4c,36,0
Lrrc4c,41,0
Lrrc4c,46,0
Lrrc4c,51,0
Lrrc4c,56,0
Lrrc4c,61,0
Lrrc4c,66,0
Lrrc4c,71,0
Lrrc4c,76,0
Lrrc4c,81,0
Lrrc4c,86,0
Lrrc4c,91,0
Lrrc4c,96,0
Lrrc4c,101,0
Lrrc4c,106,0
Lrrc4c,111,0
Lsg1,1,0
Lsg1,6,0
Lsg1,11,0.38
Ltv1,1,0
Ltv1,6,0
Macf1,1,0
Macf1,6,0
Macf1,11,0
Macf1,16,0
Macf1,21,0
Macf1,26,0
Macf1,31,0
Macf1,36,0
Macf1,41,0
Macf1,46,0
Macf1,51,0
Macf1,56,0
Macf1,61,0
Macf1,66,0
Macf1,71,0
Macf1,76,0
Macf1,81,0
Macf1,86,0
Macf1,91,0
Macf1,96,0
Macf1,101,0
Macf1,106,0
Macf1,111,0
Macf1,116,0
Macf1,121,0
Macf1,126,0
Macf1,131,0
Macf1,136,0
Macf1,141,0
Maco1,1,0
Maco1,6,0
Maco1,11,0
Maco1,16,0
Maco1,21,0
Maco1,26,0
Maco1,31,0
Maco1,36,0
Maco1,41,0
Maco1,46,0
Maco1,51,0
Maco1,56,0
Maco1,61,0
Maco1,66,0
Maco1,71,0
Maco1,76,0
Madd,1,0
Madd,6,0
Madd,11,0
Madd,16,0
Madd,21,0
Madd,26,0.02
Madd,31,0.04
